artifact_id,old_path,new_path,artifact_class,step_id,status,disposition,target_path_status,object_type,sha256,size_bytes,license_id,duplicate_group_size,canonical_artifact_id,reason
dataset-artifact-7601eb2b9a566e2c10654dba,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1038_s41586_021_03213_y/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=lit_10_1038_s41586_021_03213_y/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,17ab3232b6688840f5588df1c8dddc61a7dabbee86a99c33c562c03f9124f76a,13167262,NOASSERTION,2,dataset-artifact-b74d4e300cad3ee374637c02,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-512dbb06bcadc7cbe6a11c30,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1038_s44160_023_00351_1,provenance/artifact-inventory.csv#dataset-artifact-512dbb06bcadc7cbe6a11c30,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-512dbb06bcadc7cbe6a11c30,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-eaad3ddbd4b645dbe6c63792,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1038_s44160_023_00351_1/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=lit_10_1038_s44160_023_00351_1/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,a49c9c12cfa5bcaa8a2570424ad157cc9a7ce9c171b59fe36c9ec409e3dcfc36,27723379,NOASSERTION,2,dataset-artifact-94e04656cab5ac607196945e,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-ec2a0085bdca869589605fae,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1039_c5sc04751j,provenance/artifact-inventory.csv#dataset-artifact-ec2a0085bdca869589605fae,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-ec2a0085bdca869589605fae,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-279eb7386f7f6f194d40778e,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1039_c5sc04751j/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=lit_10_1039_c5sc04751j/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,7bf8b322d01d88a1acb324fee80a51c769d3e76e769794ee3a474635addd1d89,1649747,NOASSERTION,2,dataset-artifact-da39679b3c0b3dc65c807b25,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-b46af5eff895b7404749f3cb,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1039_c6re00153j,provenance/artifact-inventory.csv#dataset-artifact-b46af5eff895b7404749f3cb,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-b46af5eff895b7404749f3cb,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-fda792247d61494e4df7a2d8,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1039_c6re00153j/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=lit_10_1039_c6re00153j/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,33771856f8c9899c92d078d394cbcc9915ab24897d0d9a7eb8701e898105de43,2257827,NOASSERTION,2,dataset-artifact-5a3c029be64021d366a0b94e,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-23935727ad5c7ca7e8e4be4a,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1126_science_1259203,provenance/artifact-inventory.csv#dataset-artifact-23935727ad5c7ca7e8e4be4a,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-23935727ad5c7ca7e8e4be4a,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-50d891322506298208478848,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_1126_science_1259203/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=lit_10_1126_science_1259203/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,ca185591fe871c14a04a19d5161053a228bbdf040fb601c32de83cdb214c8413,17466453,NOASSERTION,2,dataset-artifact-c4d7c2ecfe0cf12fef939c12,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-4884a69be67e2fef476aca67,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_26434_chemrxiv_15001213,provenance/artifact-inventory.csv#dataset-artifact-4884a69be67e2fef476aca67,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-4884a69be67e2fef476aca67,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-46716691b60372374e5ff3ff,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=lit_10_26434_chemrxiv_15001213/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=lit_10_26434_chemrxiv_15001213/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,1f7ee26f0b2298e720ddcca93ed76d1dc74b2198eff20c326b44119f14631ee7,1121680,NOASSERTION,2,dataset-artifact-a7c35490989ac062ad2f91ec,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-5f7ed1dacbb68d378814b65d,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_00005539a1e04c809a9a78647bea649c,provenance/artifact-inventory.csv#dataset-artifact-5f7ed1dacbb68d378814b65d,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-5f7ed1dacbb68d378814b65d,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-a3c64bede55f23a136b5a54b,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_00005539a1e04c809a9a78647bea649c/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_00005539a1e04c809a9a78647bea649c/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,ab44dc0195ff5af36efbd0b9b77e3b284ab79e8cb1b0a7773b571a9a184c7c53,2902696,NOASSERTION,2,dataset-artifact-ebaa7fd588f9492d82447906,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-bd61be761af643448f79c65e,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_0316886541d9435489859c2ad7edc863,provenance/artifact-inventory.csv#dataset-artifact-bd61be761af643448f79c65e,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-bd61be761af643448f79c65e,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-4d762e4c500fd144c348cd31,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_0316886541d9435489859c2ad7edc863/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_0316886541d9435489859c2ad7edc863/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,648a43db848a8a69d11cb58c3ed3eb1508af525f27c558d3a54597545fa12ce1,842569,NOASSERTION,2,dataset-artifact-e26e3ba6910d559f570731c9,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-53242ce3bbd83b4d7e693655,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_10b940e7982c4622b1e1ac879394aba6,provenance/artifact-inventory.csv#dataset-artifact-53242ce3bbd83b4d7e693655,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-53242ce3bbd83b4d7e693655,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-9c37ff120e239b874a266248,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_10b940e7982c4622b1e1ac879394aba6/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_10b940e7982c4622b1e1ac879394aba6/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,10ea96bf4cdf43ed16c1508b17b8fb0a530f78ebd46089500e465ebbe9653155,1365230,NOASSERTION,2,dataset-artifact-ccf1dc928f2eaf8057e78396,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-ddcd273a22e19a6947abed02,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_1158e351757f315b93cbcbe7bc55f38e,provenance/artifact-inventory.csv#dataset-artifact-ddcd273a22e19a6947abed02,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-ddcd273a22e19a6947abed02,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-bfd9d110413010e25d4a96e3,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_1158e351757f315b93cbcbe7bc55f38e/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_1158e351757f315b93cbcbe7bc55f38e/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,1812168fa69646d992efc36075a5a3da9c5ab4ae3a3b1883dc790c896320d359,10297606246,NOASSERTION,2,dataset-artifact-bcb006aee57909d3d35536e5,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-28ec74341d22eb59857f7f6f,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_1d3a1a6fb70d46c084602d0688967afc,provenance/artifact-inventory.csv#dataset-artifact-28ec74341d22eb59857f7f6f,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-28ec74341d22eb59857f7f6f,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-e4fbde5fee2e71cf414e6de4,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_1d3a1a6fb70d46c084602d0688967afc/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_1d3a1a6fb70d46c084602d0688967afc/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,a232c024557a5cc509d0ecd51fd7ce7ccfab8ec8e6f3f860e86602f7355302a8,1299761,NOASSERTION,2,dataset-artifact-54b9efcfcdca4a850aaa56d8,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-7ec197fd0156ec7b5f53e2c3,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_1ec2807f02fa4beda27d2a81b86eb843,provenance/artifact-inventory.csv#dataset-artifact-7ec197fd0156ec7b5f53e2c3,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-7ec197fd0156ec7b5f53e2c3,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-4336984328a92592c8870267,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_1ec2807f02fa4beda27d2a81b86eb843/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_1ec2807f02fa4beda27d2a81b86eb843/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,ba117820ea21bec60d4a0f1aa67cbf3224b72a4fed9ea39c2d3ca8ec4738ff64,15517423,NOASSERTION,2,dataset-artifact-c02e10b301e455fbbdca0e6e,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-ca0b1b5e6042bedef78ec4a8,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_35a5a513f1dd44a3a97c88da99f81a00,provenance/artifact-inventory.csv#dataset-artifact-ca0b1b5e6042bedef78ec4a8,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-ca0b1b5e6042bedef78ec4a8,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-68914cafd81d209fd66fad18,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_35a5a513f1dd44a3a97c88da99f81a00/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_35a5a513f1dd44a3a97c88da99f81a00/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,c445fee80344bde0eb2f36d8ae1713a33f4b23d673423b9fe55969b5de4cbd8c,945740,NOASSERTION,2,dataset-artifact-5583f8d141c50cbbf2b0d72c,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-5f8b433f2155621c5baa24eb,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_3b5db90e337942ea886b8f5bc5e3aa72,provenance/artifact-inventory.csv#dataset-artifact-5f8b433f2155621c5baa24eb,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-5f8b433f2155621c5baa24eb,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-7da325c0d358f5667eb2af1e,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_3b5db90e337942ea886b8f5bc5e3aa72/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_3b5db90e337942ea886b8f5bc5e3aa72/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,211bbf0b8f163238c62cd3e3cfb9ff6c78ac0359be2188d146441c5075978a44,2781072,NOASSERTION,2,dataset-artifact-206923f03240dd1bd8e4d5eb,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-009cf5676fb5a612ff289a08,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_46ff9a32d9e04016b9380b1b1ef949c3,provenance/artifact-inventory.csv#dataset-artifact-009cf5676fb5a612ff289a08,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-009cf5676fb5a612ff289a08,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-bd31ec3f1d76fbb7266d7b21,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_46ff9a32d9e04016b9380b1b1ef949c3/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_46ff9a32d9e04016b9380b1b1ef949c3/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,0ec1160ad3b206bc4ecb0db7bac52529215becbee7993f650c671bc2514f9e09,32654748,NOASSERTION,2,dataset-artifact-139385eb80a2c0f596cca19e,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-acd50bd528627e1b9f3d0534,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_47eaacc46c3a4487bbdf99adb1a15e41,provenance/artifact-inventory.csv#dataset-artifact-acd50bd528627e1b9f3d0534,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-acd50bd528627e1b9f3d0534,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-bb159b4512a1158a6ddd3654,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_47eaacc46c3a4487bbdf99adb1a15e41/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_47eaacc46c3a4487bbdf99adb1a15e41/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,176f123a6a4848845ab30c9489fcc2f52a40ca5b581976a2b904c7b777f9ca02,502031529,NOASSERTION,2,dataset-artifact-e8a8fc5105967a1c4d2abb64,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-5d98edcd984b4d762509b75b,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_52bd3b0ec72c443aab113bcea09bf3f4,provenance/artifact-inventory.csv#dataset-artifact-5d98edcd984b4d762509b75b,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-5d98edcd984b4d762509b75b,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-74abc0f4955a7803553039a4,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_52bd3b0ec72c443aab113bcea09bf3f4/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_52bd3b0ec72c443aab113bcea09bf3f4/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,6d353ae24b81be4c83ed91702c3596d9f0fbc96ae51e82bc304595c1146943dc,1082353,NOASSERTION,2,dataset-artifact-33a5a1dbae3eeeec86304507,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-7bbcb5354d51c0781da73947,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5415f83da68e4797856ddd330dda5c61,provenance/artifact-inventory.csv#dataset-artifact-7bbcb5354d51c0781da73947,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-7bbcb5354d51c0781da73947,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-d5f67ba2f3759a7b155f4f16,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5415f83da68e4797856ddd330dda5c61/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_5415f83da68e4797856ddd330dda5c61/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,ecf33ba7261a953f6c9a230b527d34fab3be5682f124fc946229b5767699efab,424133,NOASSERTION,2,dataset-artifact-30597f5f3af6e58fe71a90f4,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-b57d3c156fdeacfeeca596a9,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5540e162c09f4c04905ddc8ba9c931c6,provenance/artifact-inventory.csv#dataset-artifact-b57d3c156fdeacfeeca596a9,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-b57d3c156fdeacfeeca596a9,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
dataset-artifact-a0df24e6df5638e85e353029,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5540e162c09f4c04905ddc8ba9c931c6/reactions.csv,intermediate/90-legacy-needs-review/source-tree/derived/csv-smoke/tables/logical_dataset_id=physical_5540e162c09f4c04905ddc8ba9c931c6/reactions.csv,legacy-needs-review,step-18,blocked_pending_audit,quarantined,planned_quarantine,file,3592963fae5c0af608d2c74cf9224c622e6ad79a2b26772215ebd97496c97749,29419,NOASSERTION,2,dataset-artifact-c939996510b8841f7b8f362a,"Object is under the legacy _needs_review boundary; it may be duplicated, obsolete or insufficiently licensed and cannot enter authoritative outputs."
dataset-artifact-55d08d6789471b4eae5a9cb4,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_55de08a995554f558c25fc43eac62359,provenance/artifact-inventory.csv#dataset-artifact-55d08d6789471b4eae5a9cb4,directory-entry,step-04,not_applicable,excluded,manifest_only,dir,,0,NOASSERTION,1,dataset-artifact-55d08d6789471b4eae5a9cb4,Directory metadata is retained in provenance; descendants are classified individually and the empty container is not copied as a standalone artifact.
